,Accident_code,Vehicle_type,Brand,Color,Years_license
906,2018S007798    ,Car,SKODA,Black-Yellow,41.0
909,2018S000515    ,Bike,YAMAHA,Black,10.0
913,2018S007322    ,Car,CITROEN,Blue,14.0
915,2018S002371    ,Car,SEAT,Blue,3.0
918,2018S005671    ,Car,SEAT,White,13.0
919,2018S005671    ,Car,OPEL,Grey,10.0
923,2018S009722    ,Car,MAZDA,Blue,27.0
924,2018S002996    ,Car,SEAT,White,6.0
925,2018S002170    ,Bike,PIAGGIO,White,6.0
928,2018S008013    ,Car,PEUGEOT,Black,10.0
929,2018S006925    ,Car,SEAT,White,2.0
930,2018S006925    ,Car,SKODA,Grey,5.0
935,2018S003695    ,Car,VOLVO,Black,20.0
939,2018S008221    ,Car,FORD,Blue,7.0
942,2018S007718    ,Bike,KYMCO,Black,42.0
944,2018S006955    ,Bike,PIAGGIO,Black,17.0
945,2018S006955    ,Car,FORD,Black,31.0
946,2018S007515    ,Bike,YAMAHA,Black,37.0
949,2018S006591    ,Car,KIA,Black,13.0
950,2018S006314    ,Car,RENAULT,White,2.0
952,2018S007754    ,Car,PEUGEOT,Black-Yellow,36.0
953,2018S007754    ,Car,OPEL,Red,4.0
955,2018S004459    ,Car,PEUGEOT,Grey,12.0
956,2018S004459    ,Car,NISSAN,Black,17.0
958,2018S006032    ,Car,ALFAROMEO,Grey,7.0
959,2018S005260    ,Car,SEAT,Blue,25.0
962,2018S006347    ,Bike,HONDA,Black,6.0
963,2018S006347    ,Car,CHEVROLET,White,28.0
964,2018S001721    ,Car,RENAULT,Grey,30.0
965,2018S001721    ,Car,SEAT,White,31.0
968,2018S001270    ,Car,SEAT,White,3.0
969,2018S009206    ,Car,HONDA,Grey,16.0
982,2018S004442    ,Bike,HONDA,White,11.0
983,2018S003716    ,Car,CITROEN,Black,30.0
986,2018S004035    ,Car,SEAT,Red,3.0
987,2018S004199    ,Bike,PEUGEOT,White,2.0
990,2018S004528    ,Car,RENAULT,Grey,17.0
991,2018S002483    ,Bike,SYM,White,7.0
992,2018S005467    ,Bike,HONDA,Black,2.0
995,2018S008193    ,Bike,HONDA,Black,14.0
996,2018S004752    ,Car,AUDI,Red,4.0
998,2018S009389    ,Car,CITROEN,Grey,6.0
999,2018S005871    ,Bike,PIAGGIO,Purple,9.0
1000,2018S005871    ,Car,CITROEN,Grey,24.0
1003,2018S009376    ,Bike,SUZUKI,Grey,35.0
1004,2018S009376    ,Bike,SUZUKI,Grey,7.0
1008,2018S006886    ,Bike,HONDA,Black,27.0
1012,2018S008220    ,Car,NISSAN,Black,12.0
1014,2018S001778    ,Car,HYUNDAI,Grey,5.0
1019,2018S001950    ,Car,BMW,Black,5.0
1020,2018S001950    ,Car,VOLKSWAGEN,Green,7.0
1022,2018S004217    ,Car,BMW,Black,5.0
1023,2018S004217    ,Car,VOLKSWAGEN,Green,7.0
1025,2018S006189    ,Bike,SYM,Grey,13.0
1030,2018S008568    ,Car,KIA,Black,10.0
1031,2018S005446    ,Bike,HONDA,Grey,9.0
1033,2018S008449    ,Car,MERCEDES,Grey,6.0
1034,2018S002881    ,Car,CITROEN,Red,25.0
1035,2018S002881    ,Car,SEAT,Black,7.0
1036,2018S003243    ,Car,PEUGEOT,Black,6.0
1037,2018S003243    ,Car,OPEL,Black,1.0
1038,2018S007607    ,Car,CITROEN,Grey,12.0
1040,2018S007607    ,Car,RENAULT,Grey,8.0
1041,2018S007607    ,Car,HYUNDAI,Black,13.0
1042,2018S007441    ,Car,DACIA,Black,9.0
1043,2018S007441    ,Car,KIA,White,27.0
1044,2018S002958    ,Bike,SUZUKI,Grey,23.0
1046,2018S002511    ,Car,OPEL,Grey,4.0
1049,2018S003113    ,Car,SKODA,Blue,33.0
1052,2018S006441    ,Bike,KYMCO,Red,18.0
1055,2018S003717    ,Car,KIA,Blue,14.0
1056,2018S003809    ,Bike,HONDA,Black,8.0
1057,2018S003809    ,Car,TOYOTA,White,25.0
1061,2018S005415    ,Car,AUDI,Grey,8.0
1064,2018S000018    ,Car,NISSAN,Black,17.0
1065,2018S002313    ,Car,MERCEDES,White,1.0
1066,2018S002313    ,Car,FORD,Grey,2.0
1067,2018S009601    ,Car,OPEL,Black,22.0
1068,2018S005240    ,Bike,KYMCO,Black,3.0
1069,2018S000315    ,Bike,HONDA,Black,1.0
1075,2018S008219    ,Car,FIAT,Blue,15.0
1080,2018S009011    ,Car,RENAULT,Red,1.0
1082,2018S006159    ,Bike,HONDA,Red,30.0
1084,2018S007558    ,Car,FIAT,Red,1.0
1085,2018S005649    ,Bike,GOVECS,White,1.0
1089,2018S000364    ,Bike,HONDA,White,9.0
1091,2018S005973    ,Bike,HONDA,Grey,20.0
1095,2018S001122    ,Bike,VESPA,White,30.0
1096,2018S001122    ,Car,CITROEN,Red,17.0
1097,2018S001122    ,Car,KIA,White,7.0
1098,2018S001122    ,Car,DACIA,White,35.0
1099,2018S001122    ,Car,DACIA,Grey,2.0
1102,2018S001761    ,Car,OPEL,Black,2.0
1103,2018S006034    ,Car,SKODA,Grey,13.0
1106,2018S009257    ,Bike,HONDA,Grey,22.0
1107,2018S000115    ,Car,FORD,Grey,2.0
1110,2018S006595    ,Car,FIAT,Silver,13.0
1112,2018S006126    ,Car,FORD,Grey,39.0
1113,2018S006956    ,Bike,HONDA,Grey,25.0
1114,2018S008632    ,Car,ALFAROMEO,Grey,5.0
1115,2018S009858    ,Bike,PIAGGIO,Blue,32.0
1116,2018S000956    ,Car,TOYOTA,Red,5.0
1117,2018S000956    ,Car,CITROEN,White,12.0
1118,2018S000956    ,Car,FORD,White,3.0
1119,2018S000956    ,Car,NISSAN,Black,12.0
1121,2018S002950    ,Car,VOLKSWAGEN,Blue,1.0
1122,2018S002950    ,Car,NISSAN,Grey,7.0
1123,2018S002950    ,Car,VOLKSWAGEN,White,22.0
1124,2018S006033    ,Car,CITROEN,Grey,20.0
1125,2018S006033    ,Car,FORD,Grey,3.0
1126,2018S005200    ,Car,BMW,Red,1.0
1127,2018S005200    ,Car,NISSAN,Black,14.0
1129,2018S006926    ,Bike,KYMCO,Black,23.0
1130,2018S003657    ,Car,CITROEN,Grey,28.0
1131,2018S005969    ,Bike,PIAGGIO,Black,16.0
1132,2018S005969    ,Car,FIAT,Black,4.0
1133,2018S007771    ,Bike,HONDA,Grey,8.0
1134,2018S007771    ,Car,SEAT,Red,2.0
1135,2018S008197    ,Bike,GOVECS,White,5.0
1136,2018S008197    ,Car,PORSCHE,Black,19.0
1139,2018S009173    ,Car,VOLKSWAGEN,Black,3.0
1140,2018S009810    ,Bike,YAMAHA,White,2.0
1141,2018S009810    ,Bike,YAMAHA,White,1.0
1144,2018S002952    ,Car,PEUGEOT,Black,26.0
1145,2018S002952    ,Car,FORD,Black,20.0
1146,2018S002952    ,Car,VOLKSWAGEN,Black,18.0
1148,2018S003354    ,Car,RENAULT,Black,12.0
1149,2018S000362    ,Car,BMW,Black,15.0
1150,2018S000362    ,Car,FORD,Grey,4.0
1151,2018S004270    ,Bike,YAMAHA,Black,24.0
1153,2018S008602    ,Bike,SUZUKI,Blue,5.0
1154,2018S008602    ,Car,FIAT,Black,5.0
1160,2018S008315    ,Car,SEAT,Red,12.0
1161,2018S008315    ,Car,RENAULT,Golden,10.0
1163,2018S003114    ,Bike,HONDA,White,35.0
1165,2018S002400    ,Car,VOLKSWAGEN,Grey,14.0
1166,2018S002400    ,Car,OPEL,Black,27.0
1167,2018S002755    ,Car,OPEL,Black,26.0
1169,2018S003096    ,Car,TOYOTA,Black,1.0
1170,2018S003069    ,Bike,SYM,Grey,15.0
1172,2018S006593    ,Bike,HONDA,White,8.0
1173,2018S006593    ,Car,VOLVO,Grey,8.0
1176,2018S005612    ,Bike,YAMAHA,Black,2.0
1178,2018S005612    ,Car,FORD,Black,14.0
1179,2018S002719    ,Bike,SUZUKI,Blue,4.0
1182,2018S003355    ,Car,SKODA,Grey,2.0
1183,2018S009009    ,Car,CITROEN,Green,6.0
1184,2018S009009    ,Car,KIA,Grey,31.0
1185,2018S008808    ,Bike,SUZUKI,Grey,3.0
1188,2018S007589    ,Car,FORD,Grey,8.0
1190,2018S002492    ,Car,MERCEDES,Black,7.0
1193,2018S007324    ,Car,SKODA,Grey,11.0
1195,2018S002106    ,Car,HYUNDAI,Grey,14.0
1196,2018S006596    ,Bike,HONDA,White,3.0
1199,2018S006794    ,Car,SEAT,Red,5.0
1201,2018S000955    ,Car,PEUGEOT,Blue,14.0
1202,2018S006379    ,Car,SEAT,Grey,4.0
1204,2018S008807    ,Car,ALFAROMEO,Red,12.0
1205,2018S005875    ,Bike,SUZUKI,Black,15.0
1206,2018S005875    ,Bike,APRILIA,Black,11.0
1210,2018S000982    ,Car,NISSAN,Grey,5.0
1211,2018S004382    ,Bike,HONDA,White,31.0
1212,2018S004382    ,Car,BMW,Grey,8.0
1217,2018S000346    ,Bike,HONDA,Black,13.0
1218,2018S000346    ,Car,PEUGEOT,Grey,17.0
1219,2018S002917    ,Bike,HONDA,Black,10.0
1220,2018S002917    ,Car,PEUGEOT,White,28.0
1221,2018S002917    ,Car,PORSCHE,Grey,22.0
1222,2018S002917    ,Car,KIA,Red,48.0
1224,2018S002686    ,Bike,SUZUKI,Grey,5.0
1227,2018S002001    ,Car,SEAT,Black,6.0
1228,2018S008947    ,Bike,HONDA,Black,5.0
1230,2018S002191    ,Bike,HONDA,Black,10.0
1231,2018S002191    ,Car,TOYOTA,Blue,9.0
1235,2018S007138    ,Car,FORD,Grey,2.0
1237,2018S001298    ,Car,SEAT,White,14.0
1241,2018S002082    ,Car,FIAT,Blue,14.0
1243,2018S003146    ,Car,JEEP,Black,25.0
1246,2018S007397    ,Car,BMW,Black,21.0
1247,2018S007682    ,Car,CITROEN,Grey,42.0
1248,2018S005932    ,Car,TOYOTA,Grey,26.0
1249,2018S008312    ,Car,TOYOTA,Grey,22.0
1250,2018S007095    ,Bike,DERBI,White,13.0
1251,2018S007095    ,Car,FORD,White,24.0
1252,2018S009493    ,Car,MAZDA,Grey,1.0
1253,2018S009493    ,Car,FORD,Grey,10.0
1254,2018S009403    ,Bike,PIAGGIO,Black,22.0
1256,2018S000618    ,Car,TOYOTA,White,26.0
1257,2018S000618    ,Car,DAEWOO,Grey,18.0
1258,2018S000618    ,Car,SKODA,Black,2.0
1259,2018S003521    ,Bike,SUZUKI,White,15.0
1262,2018S009751    ,Bike,DAELIM,Black,11.0
1263,2018S000793    ,Bike,SUZUKI,Black,13.0
1264,2018S000793    ,Car,SEAT,Black,15.0
1265,2018S009028    ,Car,HYUNDAI,Grey,44.0
1267,2018S003314    ,Bike,YAMAHA,Black,26.0
1269,2018S006466    ,Bike,Brixton,Black,13.0
1271,2018S001602    ,Bike,KYMCO,Black,9.0
1272,2018S006364    ,Car,RENAULT,Silver,5.0
1274,2018S000688    ,Car,VOLKSWAGEN,Blue,22.0
1275,2018S000822    ,Bike,KYMCO,White,4.0
1276,2018S000822    ,Car,SKODA,Black,2.0
1280,2018S006348    ,Car,FORD,Grey,2.0
1282,2018S009080    ,Car,PEUGEOT,Grey,18.0
1283,2018S008435    ,Car,CITROEN,Grey,2.0
1285,2018S005515    ,Bike,SUZUKI,Grey,7.0
1290,2018S003810    ,Car,VOLKSWAGEN,Grey,24.0
1293,2018S003865    ,Car,SMART,White,5.0
1294,2018S008545    ,Bike,BMW,Grey,27.0
1295,2018S008545    ,Car,HYUNDAI,Grey,27.0
1296,2018S006852    ,Bike,HONDA,Grey,23.0
1301,2018S007684    ,Car,TOYOTA,White,39.0
1302,2018S000066    ,Bike,KYMCO,White,7.0
1303,2018S006275    ,Car,SEAT,Blue,35.0
1304,2018S006275    ,Car,VOLKSWAGEN,Black,8.0
1306,2018S008014    ,Bike,YAMAHA,White,11.0
1307,2018S008014    ,Car,FORD,Red,12.0
1308,2018S009653    ,Bike,HONDA,Black,6.0
1309,2018S009653    ,Car,MERCEDES,White,3.0
1311,2018S004355    ,Car,BMW,Blue,9.0
1312,2018S000149    ,Car,MAZDA,Grey,32.0
1313,2018S000149    ,Car,SEAT,Red,1.0
1314,2018S009375    ,Car,RENAULT,Black,1.0
1317,2018S000134    ,Car,FORD,Black,7.0
1319,2018S005000    ,Car,VOLKSWAGEN,Blue,3.0
1320,2018S006351    ,Bike,HONDA,Red,4.0
1321,2018S006351    ,Car,CITROEN,Grey,1.0
1322,2018S009779    ,Bike,HONDA,Grey,17.0
1323,2018S004037    ,Bike,HONDA,Black,14.0
1324,2018S004037    ,Car,SEAT,Red,12.0
1325,2018S000454    ,Bike,HONDA,Black,6.0
1326,2018S000454    ,Car,CITROEN,Black,34.0
1327,2018S000454    ,Car,SEAT,White,3.0
1328,2018S000455    ,Car,AUDI,Grey,39.0
1329,2018S000455    ,Car,CITROEN,Grey,6.0
1330,2018S000455    ,Car,MINI,White,9.0
1340,2018S008195    ,Bike,YAMAHA,Brown,31.0
1342,2018S001876    ,Bike,HONDA,White,5.0
1343,2018S001876    ,Car,VOLKSWAGEN,Black,5.0
1344,2018S005030    ,Bike,SUZUKI,Grey,7.0
1345,2018S002672    ,Bike,HONDA,White,4.0
1346,2018S001361    ,Bike,HONDA,Red,38.0
1348,2018S006853    ,Car,HONDA,Black,13.0
1349,2018S008475    ,Bike,HONDA,Red,1.0
1350,2018S008475    ,Bike,HONDA,Black,13.0
1351,2018S009579    ,Car,OPEL,Grey,10.0
1352,2018S009579    ,Car,MERCEDES,Red,1.0
1353,2018S000363    ,Bike,HONDA,Black,7.0
1354,2018S000363    ,Car,SEAT,Red,10.0
1355,2018S001948    ,Car,VOLKSWAGEN,Black,7.0
1356,2018S006001    ,Bike,EMCO,Green,13.0
1357,2018S000345    ,Bike,PIAGGIO,Black,10.0
1358,2018S000345    ,Car,NISSAN,White,3.0
1359,2018S001877    ,Bike,KYMCO,Black,15.0
1360,2018S001877    ,Car,OPEL,Grey,1.0
1361,2018S000135    ,Car,MAZDA,Black,21.0
1362,2018S000135    ,Car,VOLKSWAGEN,Grey,3.0
1364,2018S006035    ,Bike,HONDA,Black,8.0
1365,2018S008721    ,Car,OPEL,Orange,25.0
1366,2018S008721    ,Car,SKODA,Black,1.0
1369,2018S006811    ,Bike,HARLEYDAVIDSON,Black,3.0
1370,2018S001560    ,Bike,SUZUKI,White,30.0
1371,2018S001560    ,Car,RENAULT,White,2.0
1372,2018S001560    ,Car,VOLKSWAGEN,White,12.0
1373,2018S001560    ,Car,OPEL,Black,10.0
1374,2018S008605    ,Car,MERCEDES,Black,23.0
1375,2018S007590    ,Car,FIAT,Red,7.0
1376,2018S002471    ,Car,HYUNDAI,Green,6.0
1385,2018S005650    ,Car,PEUGEOT,Blue,7.0
1389,2018S001424    ,Bike,YAMAHA,Black,24.0
1390,2018S006400    ,Bike,KYMCO,White,6.0
1391,2018S006400    ,Car,MAZDA,Red,16.0
1392,2018S006400    ,Car,RENAULT,Grey,8.0
1393,2018S001044    ,Bike,YAMAHA,White,2.0
1394,2018S001044    ,Car,NISSAN,Green,12.0
1396,2018S002720    ,Bike,HONDA,White,16.0
1397,2018S002720    ,Car,RENAULT,Grey,22.0
1398,2018S002720    ,Car,SKODA,Black,13.0
1400,2018S000187    ,Bike,YAMAHA,Black,9.0
1401,2018S000187    ,Car,SEAT,White,30.0
1403,2018S002404    ,Bike,YAMAHA,Grey,27.0
1404,2018S000647    ,Bike,HONDA,White,17.0
1405,2018S000647    ,Car,CITROEN,Red,35.0
1406,2018S005711    ,Car,PEUGEOT,White,19.0
1408,2018S005711    ,Car,VOLKSWAGEN,White,7.0
1410,2018S003623    ,Car,DACIA,Blue,14.0
1411,2018S008817    ,Car,HONDA,Grey,5.0
1412,2018S008817    ,Car,SEAT,Grey,7.0
1413,2018S008817    ,Car,TOYOTA,Grey,15.0
1414,2018S008633    ,Car,SEAT,Grey,1.0
1415,2018S002491    ,Car,AUDI,Green,23.0
1416,2018S002863    ,Car,BMW,Red,3.0
1417,2018S002863    ,Car,FORD,Red,4.0
1418,2018S006224    ,Bike,YAMAHA,Black,28.0
1422,2018S008018    ,Car,SEAT,Red,30.0
1423,2018S000932    ,Car,SKODA,White,21.0
1424,2018S000426    ,Bike,KYMCO,Black,9.0
1426,2018S009025    ,Bike,PEUGEOT,Black,1.0
1427,2018S009025    ,Car,CITROEN,Black,31.0
1428,2018S007683    ,Car,SEAT,White,8.0
1429,2018S007683    ,Car,SEAT,Black,7.0
1430,2018S007683    ,Car,VOLKSWAGEN,Grey,22.0
1431,2018S002756    ,Car,RENAULT,White,36.0
1434,2018S008316    ,Car,PEUGEOT,Black,15.0
1435,2018S006211    ,Car,BMW,Grey,7.0
1437,2018S002817    ,Bike,HONDA,Grey,17.0
1438,2018S001909    ,Bike,PIAGGIO,Black,37.0
1439,2018S001909    ,Car,RENAULT,Black,10.0
1440,2018S006128    ,Bike,PIAGGIO,Grey,18.0
1442,2018S000821    ,Car,PEUGEOT,White,51.0
1444,2018S005239    ,Car,JAGUAR,White,14.0
1445,2018S009377    ,Bike,YAMAHA,Black,11.0
1447,2018S004305    ,Car,SEAT,Blue,10.0
1448,2018S007349    ,Bike,YAMAHA,White,13.0
1449,2018S007349    ,Car,SEAT,Blue,14.0
1450,2018S002864    ,Bike,YAMAHA,Black,15.0
1451,2018S002864    ,Car,VOLKSWAGEN,Blue,1.0
1454,2018S002343    ,Car,BMW,Blue,4.0
1455,2018S000242    ,Bike,APRILIA,Grey,15.0
1456,2018S000242    ,Car,JEEP,Black,38.0
1457,2018S000242    ,Car,RENAULT,White,25.0
1459,2018S005869    ,Bike,KYMCO,Grey,15.0
1461,2018S003846    ,Car,VOLKSWAGEN,White,7.0
1462,2018S006253    ,Car,PEUGEOT,Blue,1.0
1463,2018S006253    ,Car,MINI,White,4.0
1464,2018S006923    ,Bike,YAMAHA,Black,10.0
1465,2018S006923    ,Car,SEAT,Blue,2.0
1466,2018S008828    ,Bike,SUZUKI,Black,41.0
1468,2018S008720    ,Car,FORD,Blue,1.0
1469,2018S003070    ,Car,OPEL,Red,2.0
1470,2018S003070    ,Car,RENAULT,Red,23.0
1472,2018S006158    ,Car,CITROEN,Black,5.0
1476,2018S000453    ,Car,SEAT,Black,13.0
1478,2018S006809    ,Car,FORD,Silver,8.0
1480,2018S006350    ,Car,HYUNDAI,Grey,8.0
1481,2018S006856    ,Bike,BMW,White,26.0
1482,2018S006856    ,Bike,HONDA,Blue,18.0
1483,2018S001533    ,Bike,BMW,Grey,28.0
1484,2018S001533    ,Car,KIA,White,18.0
1485,2018S001360    ,Bike,HONDA,Black,20.0
1486,2018S001360    ,Car,SEAT,White,8.0
1489,2018S003946    ,Bike,PIAGGIO,Grey,22.0
1490,2018S003946    ,Car,MERCEDES,Grey,13.0
1492,2018S003182    ,Car,SKODA,Red,29.0
1493,2018S007873    ,Bike,YAMAHA,Grey,17.0
1494,2018S007873    ,Car,TOYOTA,Red,21.0
1495,2018S005447    ,Car,FORD,Black,5.0
1496,2018S002401    ,Car,HYUNDAI,Black,43.0
1497,2018S000424    ,Bike,DERBI,Black,5.0
1498,2018S000424    ,Car,BMW,Blue,16.0
1499,2018S000424    ,Car,CITROEN,Black,16.0
1501,2018S001192    ,Car,KIA,White,30.0
1502,2018S007811    ,Car,SEAT,White,3.0
1504,2018S001496    ,Car,NISSAN,Grey,13.0
1506,2018S008699    ,Car,HYUNDAI,Grey,16.0
1507,2018S008699    ,Car,KIA,White,20.0
1508,2018S005139    ,Bike,KYMCO,Black,12.0
1509,2018S000150    ,Bike,SUZUKI,White,38.0
1511,2018S000933    ,Car,DACIA,White,11.0
1512,2018S001081    ,Bike,PIAGGIO,Grey,38.0
1513,2018S001081    ,Car,SEAT,Black,39.0
1516,2018S007845    ,Bike,HONDA,Black,21.0
1517,2018S007845    ,Car,OPEL,Grey,9.0
1518,2018S007845    ,Car,NISSAN,Grey,1.0
1519,2018S008573    ,Bike,YAMAHA,Black,20.0
1522,2018S000425    ,Car,SEAT,Blue,23.0
1524,2018S001652    ,Car,DACIA,Blue,31.0
1526,2018S008384    ,Car,FORD,Grey,8.0
1527,2018S006465    ,Bike,APRILIA,Grey,14.0
1528,2018S006465    ,Car,BMW,Golden,12.0
1529,2018S009542    ,Bike,SUZUKI,Black,18.0
1531,2018S005174    ,Bike,BMW,Green,28.0
1532,2018S005174    ,Bike,SYM,White,34.0
1535,2018S008020    ,Bike,KYMCO,White,7.0
1537,2018S007373    ,Bike,KAWASAKI,Green,1.0
1538,2018S008196    ,Bike,KYMCO,White,10.0
1539,2018S000823    ,Car,FORD,Blue,24.0
1540,2018S002211    ,Bike,PIAGGIO,Brown,9.0
1543,2018S005905    ,Bike,HONDA,Black,30.0
1544,2018S006997    ,Bike,KAWASAKI,Black,23.0
1545,2018S006997    ,Car,CITROEN,Grey,34.0
1546,2018S003464    ,Bike,HONDA,Red,22.0
1547,2018S003464    ,Car,HYUNDAI,Grey,26.0
1549,2018S003024    ,Bike,HONDA,Red,9.0
1550,2018S001450    ,Bike,SUZUKI,White,21.0
1551,2018S001450    ,Bike,SYM,White,15.0
1552,2018S003115    ,Bike,PEUGEOT,Black,28.0
1553,2018S003115    ,Car,OPEL,Yellow,15.0
1554,2018S008436    ,Bike,KAWASAKI,Black,2.0
1556,2018S007562    ,Bike,YAMAHA,Grey,11.0
1557,2018S007562    ,Car,OPEL,Grey,6.0
1559,2018S002282    ,Car,PEUGEOT,Grey,38.0
1561,2018S002316    ,Bike,SYM,Blue,28.0
1563,2018S000766    ,Car,AUDI,Blue,6.0
1564,2018S009753    ,Bike,KYMCO,Blue,21.0
1565,2018S009753    ,Bike,HONDA,Red,3.0
1567,2018S001299    ,Car,FIAT,White,25.0
1568,2018S008127    ,Bike,SUZUKI,Grey,14.0
1569,2018S008127    ,Car,CITROEN,Red,11.0
1570,2018S008841    ,Bike,PIAGGIO,Black,11.0
1571,2018S008841    ,Car,HONDA,White,27.0
1573,2018S006638    ,Bike,SUZUKI,Black,23.0
1574,2018S005385    ,Bike,YAMAHA,White,13.0
1575,2018S005385    ,Car,CHEVROLET,Grey,21.0
1576,2018S001338    ,Bike,YAMAHA,Grey,7.0
1577,2018S001338    ,Car,SEAT,Grey,13.0
1578,2018S000017    ,Car,SEAT,Grey,38.0
1579,2018S000017    ,Car,TOYOTA,Grey,10.0
1580,2018S007696    ,Bike,KYMCO,Black,38.0
1582,2018S002721    ,Car,BMW,White,30.0
1583,2018S002721    ,Car,NISSAN,Grey,22.0
1584,2018S000152    ,Bike,HONDA,Grey,7.0
1585,2018S000152    ,Car,PEUGEOT,Black,25.0
1586,2018S000427    ,Bike,HONDA,Black,14.0
1588,2018S000459    ,Bike,SUZUKI,Grey,27.0
1589,2018S000459    ,Bike,YAMAHA,Grey,1.0
1590,2018S005771    ,Bike,TRIUMPH,Red,28.0
1591,2018S005771    ,Car,OPEL,Grey,4.0
1593,2018S002884    ,Bike,HONDA,Black,9.0
1595,2018S004038    ,Car,TOYOTA,White,24.0
1596,2018S004038    ,Car,DAEWOO,Green,4.0
1598,2018S000162    ,Car,NISSAN,White,29.0
1600,2018S004200    ,Car,SEAT,Red,19.0
1601,2018S004200    ,Car,RENAULT,Red,12.0
1602,2018S003848    ,Bike,HONDA,White,9.0
1603,2018S003848    ,Car,SUZUKI,White,35.0
1605,2018S006757    ,Bike,HONDA,White,7.0
1608,2018S005106    ,Bike,HONDA,Grey,3.0
1609,2018S005106    ,Car,FORD,Blue,35.0
1610,2018S005106    ,Car,SKODA,Black-Yellow,15.0
1613,2018S007260    ,Bike,PIAGGIO,Blue,2.0
1614,2018S007260    ,Car,TOYOTA,Grey,19.0
1615,2018S003591    ,Car,BMW,Black,32.0
1616,2018S003591    ,Car,SEAT,Black,1.0
1618,2018S004386    ,Bike,SUZUKI,Grey,33.0
1620,2018S007724    ,Car,VOLVO,Brown,34.0
1622,2018S003183    ,Bike,HONDA,White,23.0
1623,2018S003183    ,Car,SKODA,Grey,14.0
1626,2018S000984    ,Bike,KAWASAKI,Black,2.0
1627,2018S000984    ,Car,AUDI,Grey,4.0
1628,2018S004633    ,Bike,HONDA,White,10.0
1629,2018S004633    ,Car,KIA,Black,5.0
1630,2018S002513    ,Bike,KYMCO,White,24.0
1631,2018S002513    ,Car,CITROEN,Red,33.0
1632,2018S002608    ,Bike,SYM,White,9.0
1634,2018S000589    ,Bike,KTM,White,2.0
1638,2018S006483    ,Bike,HONDA,Black,8.0
1640,2018S001452    ,Bike,KYMCO,Blue,24.0
1641,2018S001452    ,Bike,PIAGGIO,Grey,21.0
1643,2018S007259    ,Car,VOLKSWAGEN,Red,12.0
1644,2018S000365    ,Bike,PEUGEOT,White,13.0
1645,2018S000365    ,Bike,YAMAHA,Black,33.0
1647,2018S007685    ,Bike,HONDA,White,26.0
1648,2018S009619    ,Bike,PEUGEOT,White,29.0
1649,2018S009619    ,Car,PEUGEOT,White,33.0
1650,2018S009619    ,Car,RENAULT,Black,29.0
1651,2018S008082    ,Bike,YAMAHA,Grey,9.0
1652,2018S008082    ,Car,KIA,White,38.0
1654,2018S005808    ,Bike,BMW,Red,29.0
1655,2018S005808    ,Car,SMART,Orange,45.0
1657,2018S006000    ,Bike,YAMAHA,Grey,12.0
1658,2018S008757    ,Bike,SUZUKI,Blue,6.0
1659,2018S008757    ,Bike,KYMCO,Blue,29.0
1660,2018S008314    ,Bike,HONDA,Black,10.0
1661,2018S008314    ,Car,OPEL,White,11.0
1662,2018S007139    ,Bike,KAWASAKI,Black,4.0
1663,2018S007139    ,Car,SEAT,White,2.0
1665,2018S009404    ,Bike,PIAGGIO,Black,12.0
1667,2018S004792    ,Bike,KAWASAKI,Black,35.0
1668,2018S004792    ,Bike,HONDA,Red,7.0
1670,2018S005773    ,Bike,HONDA,Blue,26.0
1671,2018S007005    ,Car,BMW,Blue,38.0
1673,2018S009752    ,Bike,YAMAHA,White,30.0
1674,2018S009752    ,Car,CITROEN,Black,3.0
1676,2018S000068    ,Bike,YAMAHA,Grey,7.0
1678,2018S003866    ,Bike,KYMCO,Black,15.0
1679,2018S001811    ,Car,PEUGEOT,White,10.0
1680,2018S001811    ,Car,VOLKSWAGEN,White,10.0
1681,2018S001808    ,Bike,SCUTUM,White,43.0
1683,2018S000619    ,Bike,DAELIM,Black,10.0
1685,2018S004460    ,Car,OPEL,Grey,3.0
1687,2018S004233    ,Bike,SUZUKI,Grey,30.0
1688,2018S002103    ,Bike,YAMAHA,Black,22.0
1689,2018S002103    ,Car,RENAULT,Grey,3.0
1690,2018S002885    ,Car,CITROEN,White,3.0
1691,2018S002885    ,Car,NISSAN,Red,3.0
1692,2018S009892    ,Bike,GILERA,Red,22.0
1693,2018S009892    ,Car,NISSAN,Grey,31.0
1694,2018S004471    ,Bike,HONDA,White,25.0
1695,2018S004471    ,Car,CHEVROLET,Black,11.0
1696,2018S008015    ,Bike,HONDA,Red,11.0
1697,2018S008015    ,Car,BMW,Black,41.0
1699,2018S002757    ,Car,TOYOTA,Grey,21.0
1701,2018S009258    ,Bike,HONDA,Black,11.0
1704,2018S000091    ,Bike,APRILIA,Grey,41.0
1705,2018S000091    ,Car,CITROEN,Red,25.0
1706,2018S008166    ,Bike,RIEJU,Black,1.0
1707,2018S008166    ,Car,SKODA,Black,17.0
1709,2018S002951    ,Car,SMART,Black,5.0
1712,2018S004490    ,Bike,KYMCO,White,12.0
1713,2018S009261    ,Bike,HONDA,Black,7.0
1716,2018S008495    ,Bike,YAMAHA,Grey,22.0
1717,2018S006365    ,Car,OPEL,White,23.0
1718,2018S006365    ,Car,KIA,White,22.0
1719,2018S003315    ,Car,VOLKSWAGEN,Grey,14.0
1721,2018S007844    ,Car,SEAT,Black,8.0
1725,2018S004198    ,Bike,DUCATI,White,9.0
